5.40540540541	28.0
3.125	24.0
13.0434782609	32.0
6.66666666667	17.0
0.0	18.0
6.06060606061	20.0
0.0	7.0
16.6666666667	10.0
4.54545454545	15.0
4.16666666667	15.0
8.33333333333	15.0
0.0	11.0
12.5	13.0
0.0	13.0
4.34782608696	16.0
0.0	14.0
0.0	7.0
9.52380952381	11.0
9.52380952381	11.0
0.0	16.0
0.0	14.0
0.0	9.0
7.69230769231	13.0
3.84615384615	17.0
11.7647058824	9.0
13.0434782609	12.0
4.7619047619	15.0
0.0	15.0
16.6666666667	10.0
0.0	14.0
4.0	16.0
10.0	12.0
0.0	15.0
0.0	23.0
14.8148148148	13.0
9.52380952381	11.0
0.0	17.0
12.5	12.0
3.84615384615	19.0
4.7619047619	13.0
13.6363636364	13.0
4.34782608696	12.0
0.0	16.0
4.16666666667	13.0
0.0	13.0
