2.94117647059	28.0
0.0	23.0
0.0	23.0
0.0	15.0
0.0	15.0
0.0	14.0
0.0	12.0
5.88235294118	9.0
0.0	14.0
8.69565217391	14.0
0.0	13.0
0.0	12.0
0.0	15.0
0.0	17.0
0.0	12.0
0.0	11.0
4.16666666667	17.0
0.0	13.0
4.16666666667	13.0
0.0	13.0
0.0	17.0
13.0434782609	12.0
0.0	11.0
0.0	12.0
0.0	21.0
0.0	15.0
8.33333333333	15.0
0.0	14.0
0.0	19.0
0.0	18.0
5.88235294118	10.0
9.09090909091	14.0
0.0	15.0
0.0	9.0
5.0	13.0
0.0	14.0
0.0	12.0
0.0	14.0
0.0	16.0
0.0	13.0
0.0	12.0
4.16666666667	15.0
0.0	11.0
0.0	16.0
0.0	22.0
