4.7619047619	12.0
26.0869565217	13.0
9.375	22.0
9.09090909091	13.0
5.88235294118	9.0
10.5263157895	12.0
6.25	10.0
0.0	10.0
12.5	16.0
2.85714285714	16.0
27.5862068966	13.0
0.0	11.0
12.5	16.0
4.34782608696	14.0
24.1379310345	14.0
8.33333333333	15.0
3.84615384615	18.0
7.69230769231	16.0
20.0	15.0
8.69565217391	16.0
10.5263157895	11.0
6.25	9.0
32.2580645161	14.0
9.09090909091	12.0
13.3333333333	18.0
10.5263157895	12.0
10.0	9.0
0.0	12.0
18.1818181818	13.0
18.1818181818	9.0
4.0	13.0
26.6666666667	15.0
10.7142857143	19.0
13.6363636364	12.0
12.5	12.0
5.0	10.0
31.0344827586	13.0
0.0	12.0
15.3846153846	13.0
9.09090909091	12.0
9.09090909091	12.0
16.0	14.0
14.2857142857	17.0
0.0	12.0
28.5714285714	11.0
