6.86274509804	939.0
9.50184501845	969.0
12.7188940092	930.0
3.20910973085	921.0
10.0	948.0
13.6281588448	938.0
7.63285024155	941.0
12.2580645161	932.0
26.4925373134	972.0
6.97445972495	931.0
4.80081716037	920.0
13.0357142857	962.0
6.3768115942	958.0
4.44674250259	912.0
22.0484753714	981.0
5.82428430405	940.0
5.1256281407	931.0
5.859375	952.0
3.86571719227	933.0
2.10304942166	919.0
14.1745894555	977.0
3.27868852459	934.0
4.33467741935	933.0
7.80209324453	958.0
12.2262773723	938.0
11.3739763421	957.0
10.1489757914	951.0
12.1100917431	941.0
17.4683544304	962.0
16.5098374679	960.0
13.4057971014	938.0
9.41064638783	936.0
20.8598726115	979.0
16.3034001744	944.0
6.45161290323	938.0
23.7509607994	975.0
7.89980732177	935.0
10.9981515712	948.0
22.9393468118	974.0
6.04288499025	948.0
4.17515274949	929.0
21.6733067729	965.0
4.12060301508	939.0
8.8679245283	947.0
21.5019762846	978.0
